id,email,external_id,date_created,admin,category,sync_date
1440,14403892@email.com,student_4512,2020-02-14 00:00:00,1,5,2020-02-15 00:00:00
2496,24963307@email.com,student_5755,2020-02-24 00:00:00,1,7,2020-02-25 00:00:00
14553,145535768@email.com,student_3781,2020-06-03 00:00:00,0,7,2020-06-04 00:00:00
16481,164818673@email.com,student_6583,2019-03-14 00:00:00,1,10,2019-03-15 00:00:00
24942,24942182@email.com,student_4931,2019-07-18 00:00:00,1,2,2019-07-19 00:00:00
23674,236746189@email.com,student_8248,2019-09-01 00:00:00,0,5,2019-09-02 00:00:00
20791,207914341@email.com,student_2155,2020-02-17 00:00:00,1,8,2020-02-18 00:00:00
17028,170285686@email.com,student_2197,2020-01-02 00:00:00,0,2,2020-01-03 00:00:00
8295,82953354@email.com,student_45,2019-01-07 00:00:00,0,12,2019-01-08 00:00:00
1784,17843293@email.com,student_9207,2020-05-22 00:00:00,0,3,2020-05-23 00:00:00
11547,115479336@email.com,student_7054,2019-02-17 00:00:00,0,7,2019-02-18 00:00:00
23532,235328280@email.com,student_1484,2019-02-26 00:00:00,1,9,2019-02-27 00:00:00
16837,168371831@email.com,student_628,2019-12-21 00:00:00,1,11,2019-12-22 00:00:00
1108,11089552@email.com,student_1476,2019-10-14 00:00:00,1,2,2019-10-15 00:00:00
19336,193368524@email.com,student_1718,2019-01-19 00:00:00,0,12,2019-01-20 00:00:00
12570,12570621@email.com,student_4419,2019-10-13 00:00:00,1,8,2019-10-14 00:00:00
14327,143272184@email.com,student_9008,2020-02-02 00:00:00,0,5,2020-02-03 00:00:00
17185,171854937@email.com,student_112,2020-01-26 00:00:00,0,5,2020-01-27 00:00:00
6792,6792840@email.com,student_115,2020-04-23 00:00:00,0,2,2020-04-24 00:00:00
11267,112678515@email.com,student_9438,2019-04-17 00:00:00,0,1,2019-04-18 00:00:00
20391,203916898@email.com,student_6974,2020-04-01 00:00:00,0,5,2020-04-02 00:00:00
13016,130162091@email.com,student_6161,2020-03-01 00:00:00,0,0,2020-03-02 00:00:00
25479,254794463@email.com,student_879,2020-07-07 00:00:00,1,11,2020-07-08 00:00:00
11616,116163315@email.com,student_1645,2019-05-29 00:00:00,0,0,2019-05-30 00:00:00
2390,23903797@email.com,student_4204,2019-02-15 00:00:00,1,10,2019-02-16 00:00:00
3631,36315995@email.com,student_9219,2020-04-09 00:00:00,0,2,2020-04-10 00:00:00
25546,255462622@email.com,student_9324,2020-05-22 00:00:00,0,0,2020-05-23 00:00:00
9879,98798472@email.com,student_5582,2020-05-02 00:00:00,0,8,2020-05-03 00:00:00
20569,205698351@email.com,student_2660,2019-07-19 00:00:00,0,8,2019-07-20 00:00:00
6693,66938336@email.com,student_4678,2020-04-09 00:00:00,0,3,2020-04-10 00:00:00
24199,241994659@email.com,student_7852,2020-07-21 00:00:00,0,7,2020-07-22 00:00:00
6660,66604546@email.com,student_1899,2020-08-14 00:00:00,1,6,2020-08-15 00:00:00
7630,76306978@email.com,student_5686,2020-04-27 00:00:00,0,4,2020-04-28 00:00:00
14539,145392911@email.com,student_6614,2020-04-03 00:00:00,0,9,2020-04-04 00:00:00
18407,184073459@email.com,student_185,2019-01-22 00:00:00,0,2,2019-01-23 00:00:00
10489,104899568@email.com,student_7630,2020-08-09 00:00:00,0,5,2020-08-10 00:00:00
5647,56476461@email.com,student_9025,2019-11-17 00:00:00,0,11,2019-11-18 00:00:00
15931,159315255@email.com,student_1724,2020-05-18 00:00:00,1,12,2020-05-19 00:00:00
7623,762374@email.com,student_2495,2019-09-26 00:00:00,1,5,2019-09-27 00:00:00
103,1039155@email.com,student_4015,2020-02-20 00:00:00,1,10,2020-02-21 00:00:00
26455,264553058@email.com,student_743,2019-05-31 00:00:00,1,12,2019-06-01 00:00:00
16840,168403765@email.com,student_5747,2020-03-26 00:00:00,0,1,2020-03-27 00:00:00
4771,47717122@email.com,student_4660,2019-01-19 00:00:00,1,2,2019-01-20 00:00:00
5468,54688513@email.com,student_493,2020-07-03 00:00:00,1,2,2020-07-04 00:00:00
19137,191378905@email.com,student_7242,2019-01-29 00:00:00,0,7,2019-01-30 00:00:00
24387,243873382@email.com,student_4970,2019-07-10 00:00:00,1,2,2019-07-11 00:00:00
7930,79307320@email.com,student_2425,2019-04-27 00:00:00,1,9,2019-04-28 00:00:00
19181,19181246@email.com,student_8845,2019-06-30 00:00:00,0,8,2019-07-01 00:00:00
21899,218995488@email.com,student_5919,2020-06-06 00:00:00,1,9,2020-06-07 00:00:00
27613,2761376@email.com,student_4090,2020-02-20 00:00:00,0,4,2020-02-21 00:00:00
26291,262916851@email.com,student_7215,2019-12-07 00:00:00,1,1,2019-12-08 00:00:00
16793,167933892@email.com,student_4555,2020-04-07 00:00:00,0,4,2020-04-08 00:00:00
7979,79797853@email.com,student_4430,2019-06-14 00:00:00,0,4,2019-06-15 00:00:00
5054,50546602@email.com,student_457,2019-02-21 00:00:00,0,12,2019-02-22 00:00:00
18136,181364037@email.com,student_1919,2020-02-04 00:00:00,0,1,2020-02-05 00:00:00
7910,79108487@email.com,student_6662,2019-03-17 00:00:00,1,1,2019-03-18 00:00:00
11295,112955435@email.com,student_589,2020-02-15 00:00:00,0,8,2020-02-16 00:00:00
14050,140503750@email.com,student_4034,2020-01-25 00:00:00,1,0,2020-01-26 00:00:00
23728,23728974@email.com,student_5832,2019-08-12 00:00:00,0,11,2019-08-13 00:00:00
25906,259061693@email.com,student_2895,2019-01-18 00:00:00,0,9,2019-01-19 00:00:00
7920,7920813@email.com,student_697,2019-10-23 00:00:00,0,0,2019-10-24 00:00:00
6386,63866705@email.com,student_4205,2019-08-05 00:00:00,1,11,2019-08-06 00:00:00
4328,43285102@email.com,student_8650,2019-07-28 00:00:00,0,2,2019-07-29 00:00:00
10974,109746996@email.com,student_7604,2019-04-26 00:00:00,1,11,2019-04-27 00:00:00
20252,202529230@email.com,student_6267,2019-03-14 00:00:00,1,11,2019-03-15 00:00:00
17838,178388800@email.com,student_4612,2019-06-24 00:00:00,1,0,2019-06-25 00:00:00
15197,1519737@email.com,student_9379,2020-01-18 00:00:00,0,6,2020-01-19 00:00:00
1703,17037342@email.com,student_5935,2019-10-08 00:00:00,0,5,2019-10-09 00:00:00
5932,59329205@email.com,student_1022,2019-01-21 00:00:00,0,5,2019-01-22 00:00:00
2938,29385453@email.com,student_7804,2019-09-05 00:00:00,0,12,2019-09-06 00:00:00
20088,200889043@email.com,student_1236,2019-09-30 00:00:00,0,5,2019-10-01 00:00:00
16603,166035426@email.com,student_205,2020-03-22 00:00:00,0,8,2020-03-23 00:00:00
19634,196341238@email.com,student_3220,2020-07-07 00:00:00,1,3,2020-07-08 00:00:00
2714,27147349@email.com,student_4365,2020-06-03 00:00:00,0,5,2020-06-04 00:00:00
7665,76658615@email.com,student_6652,2019-11-12 00:00:00,0,12,2019-11-13 00:00:00
25174,251747945@email.com,student_8059,2019-05-18 00:00:00,0,6,2019-05-19 00:00:00
5935,59357559@email.com,student_7019,2020-06-04 00:00:00,1,9,2020-06-05 00:00:00
17489,174892119@email.com,student_3560,2019-06-04 00:00:00,1,3,2019-06-05 00:00:00
3562,35626386@email.com,student_487,2019-07-01 00:00:00,1,9,2019-07-02 00:00:00
6458,64588496@email.com,student_8908,2019-08-20 00:00:00,0,7,2019-08-21 00:00:00
1909,19098442@email.com,student_1964,2019-02-20 00:00:00,1,6,2019-02-21 00:00:00
2471,24717436@email.com,student_4093,2019-12-24 00:00:00,1,0,2019-12-25 00:00:00
20340,203406882@email.com,student_7252,2019-01-29 00:00:00,0,1,2019-01-30 00:00:00
4500,45003545@email.com,student_470,2019-02-07 00:00:00,1,4,2019-02-08 00:00:00
24163,241632897@email.com,student_2482,2019-01-24 00:00:00,0,6,2019-01-25 00:00:00
4201,42011297@email.com,student_8319,2019-03-16 00:00:00,1,5,2019-03-17 00:00:00
20876,208764728@email.com,student_4602,2019-01-26 00:00:00,1,9,2019-01-27 00:00:00
7194,71949394@email.com,student_4787,2019-10-24 00:00:00,0,9,2019-10-25 00:00:00
23190,23190727@email.com,student_7412,2020-03-13 00:00:00,1,0,2020-03-14 00:00:00
23431,234317617@email.com,student_8280,2019-01-22 00:00:00,0,7,2019-01-23 00:00:00
17400,174004674@email.com,student_5847,2020-04-07 00:00:00,0,6,2020-04-08 00:00:00
6233,6233350@email.com,student_1074,2019-07-08 00:00:00,0,7,2019-07-09 00:00:00
2049,20493621@email.com,student_8098,2020-02-15 00:00:00,1,7,2020-02-16 00:00:00
2709,27092420@email.com,student_9294,2019-01-08 00:00:00,0,9,2019-01-09 00:00:00
26204,262041936@email.com,student_8530,2020-06-09 00:00:00,0,3,2020-06-10 00:00:00
9773,97732561@email.com,student_914,2019-12-26 00:00:00,1,0,2019-12-27 00:00:00
26265,262658122@email.com,student_4075,2019-06-04 00:00:00,0,11,2019-06-05 00:00:00
21430,214306511@email.com,student_1102,2020-04-15 00:00:00,0,2,2020-04-16 00:00:00
22128,221281305@email.com,student_2428,2020-05-17 00:00:00,1,2,2020-05-18 00:00:00
21559,215591346@email.com,student_9089,2020-01-01 00:00:00,1,8,2020-01-02 00:00:00
16931,169312057@email.com,student_304,2019-05-19 00:00:00,1,10,2019-05-20 00:00:00
17759,177593468@email.com,student_6880,2019-08-02 00:00:00,0,7,2019-08-03 00:00:00
26296,262965862@email.com,student_1674,2020-01-12 00:00:00,0,3,2020-01-13 00:00:00
2822,28227996@email.com,student_4726,2019-11-19 00:00:00,0,9,2019-11-20 00:00:00
12435,12435318@email.com,student_3250,2020-08-05 00:00:00,0,5,2020-08-06 00:00:00
9262,92625818@email.com,student_6132,2019-06-18 00:00:00,1,1,2019-06-19 00:00:00
12818,128187792@email.com,student_1108,2020-01-10 00:00:00,0,8,2020-01-11 00:00:00
15955,1595588@email.com,student_6466,2020-07-21 00:00:00,0,6,2020-07-22 00:00:00
16732,167322856@email.com,student_6078,2020-05-14 00:00:00,1,7,2020-05-15 00:00:00
15765,157655649@email.com,student_8493,2020-01-10 00:00:00,0,5,2020-01-11 00:00:00
18110,181104977@email.com,student_8316,2020-08-04 00:00:00,0,8,2020-08-05 00:00:00
26478,264789428@email.com,student_1587,2020-06-29 00:00:00,0,7,2020-06-30 00:00:00
27688,276883319@email.com,student_7744,2020-01-03 00:00:00,0,8,2020-01-04 00:00:00
2406,24067019@email.com,student_1345,2020-06-08 00:00:00,1,11,2020-06-09 00:00:00
14034,140347915@email.com,student_5439,2020-03-12 00:00:00,0,7,2020-03-13 00:00:00
15529,15529894@email.com,student_7032,2019-08-15 00:00:00,0,7,2019-08-16 00:00:00
2215,22155070@email.com,student_474,2019-08-12 00:00:00,0,0,2019-08-13 00:00:00
19666,19666328@email.com,student_330,2020-04-03 00:00:00,0,8,2020-04-04 00:00:00
204,20467@email.com,student_655,2019-03-18 00:00:00,0,8,2019-03-19 00:00:00
16782,167821150@email.com,student_8825,2020-04-04 00:00:00,1,9,2020-04-05 00:00:00
24498,244988271@email.com,student_340,2019-07-28 00:00:00,0,5,2019-07-29 00:00:00
16303,163036556@email.com,student_5546,2019-04-07 00:00:00,1,4,2019-04-08 00:00:00
26423,264236800@email.com,student_5119,2019-01-23 00:00:00,1,9,2019-01-24 00:00:00
8986,89865820@email.com,student_224,2020-03-29 00:00:00,1,2,2020-03-30 00:00:00
11226,112261422@email.com,student_5503,2020-01-25 00:00:00,1,12,2020-01-26 00:00:00
13446,134467238@email.com,student_36,2020-08-22 00:00:00,1,12,2020-08-23 00:00:00
19202,192025652@email.com,student_9336,2019-09-23 00:00:00,1,10,2019-09-24 00:00:00
15238,152382988@email.com,student_308,2019-10-13 00:00:00,1,3,2019-10-14 00:00:00
1526,1526874@email.com,student_780,2020-05-12 00:00:00,0,5,2020-05-13 00:00:00
2147,2147823@email.com,student_1393,2019-08-11 00:00:00,0,9,2019-08-12 00:00:00
8917,89179465@email.com,student_3894,2019-04-09 00:00:00,0,7,2019-04-10 00:00:00
20451,204516735@email.com,student_3574,2019-03-07 00:00:00,1,2,2019-03-08 00:00:00
9778,97784751@email.com,student_3914,2020-04-03 00:00:00,0,6,2020-04-04 00:00:00
2305,23053983@email.com,student_2988,2020-06-10 00:00:00,0,7,2020-06-11 00:00:00
1997,19975724@email.com,student_6420,2019-09-30 00:00:00,1,9,2019-10-01 00:00:00
27463,274631732@email.com,student_7506,2020-07-25 00:00:00,1,8,2020-07-26 00:00:00
25191,251916110@email.com,student_8107,2019-10-21 00:00:00,1,0,2019-10-22 00:00:00
27473,274739492@email.com,student_5480,2019-05-29 00:00:00,1,0,2019-05-30 00:00:00
12537,125377823@email.com,student_607,2019-04-03 00:00:00,0,2,2019-04-04 00:00:00
959,9591035@email.com,student_3444,2019-10-09 00:00:00,0,7,2019-10-10 00:00:00
7619,76191478@email.com,student_1263,2019-12-04 00:00:00,1,8,2019-12-05 00:00:00
24751,247514576@email.com,student_6214,2020-02-03 00:00:00,0,7,2020-02-04 00:00:00
1971,19718568@email.com,student_1831,2019-07-08 00:00:00,0,12,2019-07-09 00:00:00
2364,23643657@email.com,student_3199,2020-08-03 00:00:00,0,1,2020-08-04 00:00:00
9647,96477789@email.com,student_2950,2020-07-20 00:00:00,1,1,2020-07-21 00:00:00
11670,116709299@email.com,student_8013,2019-07-07 00:00:00,0,1,2019-07-08 00:00:00
14428,144283003@email.com,student_3569,2020-05-31 00:00:00,1,2,2020-06-01 00:00:00
6310,63109081@email.com,student_2573,2020-05-31 00:00:00,0,7,2020-06-01 00:00:00
27506,275061349@email.com,student_7500,2019-12-14 00:00:00,1,8,2019-12-15 00:00:00
22954,229546756@email.com,student_8313,2019-01-19 00:00:00,0,9,2019-01-20 00:00:00
15857,158578741@email.com,student_3248,2019-09-18 00:00:00,0,7,2019-09-19 00:00:00
13466,134665622@email.com,student_2221,2020-04-14 00:00:00,0,5,2020-04-15 00:00:00
11903,119034466@email.com,student_7822,2020-03-27 00:00:00,0,9,2020-03-28 00:00:00
20744,207445803@email.com,student_2786,2020-06-04 00:00:00,1,0,2020-06-05 00:00:00
11250,112507074@email.com,student_6459,2019-11-23 00:00:00,0,11,2019-11-24 00:00:00
4654,46547941@email.com,student_7185,2020-05-11 00:00:00,1,4,2020-05-12 00:00:00
23965,239652294@email.com,student_7105,2019-01-22 00:00:00,1,10,2019-01-23 00:00:00
6982,6982318@email.com,student_4682,2019-01-22 00:00:00,1,7,2019-01-23 00:00:00
13854,138542583@email.com,student_3638,2019-01-10 00:00:00,1,10,2019-01-11 00:00:00
2397,23978891@email.com,student_6236,2019-03-19 00:00:00,1,5,2019-03-20 00:00:00
16529,165295982@email.com,student_3786,2019-11-02 00:00:00,1,3,2019-11-03 00:00:00
10265,102659315@email.com,student_6476,2020-06-19 00:00:00,0,0,2020-06-20 00:00:00
47,478345@email.com,student_8178,2019-06-03 00:00:00,1,6,2019-06-04 00:00:00
10012,100127678@email.com,student_629,2019-09-27 00:00:00,0,1,2019-09-28 00:00:00
18392,183924853@email.com,student_1517,2020-06-21 00:00:00,1,2,2020-06-22 00:00:00
1668,16689263@email.com,student_9427,2019-10-23 00:00:00,0,0,2019-10-24 00:00:00
20063,200633425@email.com,student_4896,2020-04-09 00:00:00,0,2,2020-04-10 00:00:00
26445,264459499@email.com,student_4616,2019-01-05 00:00:00,0,3,2019-01-06 00:00:00
16062,160625855@email.com,student_4313,2019-12-23 00:00:00,0,12,2019-12-24 00:00:00
3349,33499017@email.com,student_6657,2019-04-07 00:00:00,0,6,2019-04-08 00:00:00
26806,268068862@email.com,student_8656,2020-01-18 00:00:00,0,1,2020-01-19 00:00:00
12278,122781025@email.com,student_8115,2019-07-21 00:00:00,1,12,2019-07-22 00:00:00
27885,27885301@email.com,student_7805,2019-01-09 00:00:00,1,8,2019-01-10 00:00:00
23014,230143840@email.com,student_2813,2019-01-24 00:00:00,0,7,2019-01-25 00:00:00
21175,211753695@email.com,student_7414,2019-09-08 00:00:00,1,10,2019-09-09 00:00:00
15291,152913256@email.com,student_2555,2019-04-16 00:00:00,0,11,2019-04-17 00:00:00
490,4904807@email.com,student_9403,2019-12-20 00:00:00,0,2,2019-12-21 00:00:00
3517,35171715@email.com,student_1973,2020-05-28 00:00:00,0,6,2020-05-29 00:00:00
10942,109428384@email.com,student_8237,2020-03-30 00:00:00,1,2,2020-03-31 00:00:00
22743,22743402@email.com,student_32,2020-08-12 00:00:00,0,2,2020-08-13 00:00:00
10350,103502375@email.com,student_261,2019-02-10 00:00:00,1,5,2019-02-11 00:00:00
19329,19329465@email.com,student_6938,2019-09-24 00:00:00,1,11,2019-09-25 00:00:00
7247,72477291@email.com,student_3047,2020-02-25 00:00:00,0,8,2020-02-26 00:00:00
6495,64953195@email.com,student_602,2019-07-30 00:00:00,0,11,2019-07-31 00:00:00
24792,247924036@email.com,student_1048,2019-11-04 00:00:00,0,5,2019-11-05 00:00:00
3880,38807038@email.com,student_5915,2020-01-03 00:00:00,1,12,2020-01-04 00:00:00
19796,197963574@email.com,student_397,2020-03-26 00:00:00,1,5,2020-03-27 00:00:00
14991,149913605@email.com,student_952,2020-05-10 00:00:00,0,6,2020-05-11 00:00:00
25839,258394037@email.com,student_5899,2019-11-06 00:00:00,1,12,2019-11-07 00:00:00
13769,137697222@email.com,student_4732,2019-12-26 00:00:00,0,0,2019-12-27 00:00:00
11369,113691314@email.com,student_4494,2019-08-31 00:00:00,1,0,2019-09-01 00:00:00
20226,202261061@email.com,student_5311,2019-12-11 00:00:00,0,0,2019-12-12 00:00:00
11719,117199198@email.com,student_4737,2019-02-10 00:00:00,1,3,2019-02-11 00:00:00
4237,42378725@email.com,student_8520,2020-04-17 00:00:00,0,1,2020-04-18 00:00:00
14047,140474325@email.com,student_9469,2019-06-16 00:00:00,0,2,2019-06-17 00:00:00
600,6005580@email.com,student_7259,2020-08-16 00:00:00,1,11,2020-08-17 00:00:00
4610,46103471@email.com,student_2171,2019-10-29 00:00:00,1,9,2019-10-30 00:00:00
8357,8357628@email.com,student_8062,2020-07-08 00:00:00,1,0,2020-07-09 00:00:00
3020,30203511@email.com,student_3358,2020-02-25 00:00:00,0,8,2020-02-26 00:00:00
1554,15543327@email.com,student_6883,2019-01-28 00:00:00,0,0,2019-01-29 00:00:00
292,2925977@email.com,student_1772,2019-11-14 00:00:00,1,1,2019-11-15 00:00:00
15345,153457123@email.com,student_7239,2019-06-28 00:00:00,0,9,2019-06-29 00:00:00
24576,245766960@email.com,student_5030,2019-06-28 00:00:00,0,4,2019-06-29 00:00:00
12775,127758017@email.com,student_3241,2019-05-30 00:00:00,1,10,2019-05-31 00:00:00
11234,112349313@email.com,student_7633,2019-07-03 00:00:00,1,3,2019-07-04 00:00:00
14044,140444632@email.com,student_691,2020-08-11 00:00:00,0,1,2020-08-12 00:00:00
1324,13245003@email.com,student_6806,2019-12-03 00:00:00,0,0,2019-12-04 00:00:00
8736,87364732@email.com,student_5555,2020-04-29 00:00:00,0,3,2020-04-30 00:00:00
10870,108702836@email.com,student_6931,2020-01-31 00:00:00,0,7,2020-02-01 00:00:00
19048,190483891@email.com,student_2757,2019-12-02 00:00:00,0,2,2019-12-03 00:00:00
1474,14741760@email.com,student_5979,2020-08-21 00:00:00,1,1,2020-08-22 00:00:00
14841,148416095@email.com,student_2701,2020-08-01 00:00:00,1,7,2020-08-02 00:00:00
3917,39178034@email.com,student_6359,2020-06-16 00:00:00,0,8,2020-06-17 00:00:00
7913,79135831@email.com,student_4671,2020-07-20 00:00:00,1,10,2020-07-21 00:00:00
10032,100322297@email.com,student_2682,2019-02-11 00:00:00,1,3,2019-02-12 00:00:00
9654,96546477@email.com,student_3073,2020-01-15 00:00:00,0,3,2020-01-16 00:00:00
4571,45711329@email.com,student_5437,2019-04-30 00:00:00,1,6,2019-05-01 00:00:00
8794,87946030@email.com,student_7280,2019-01-26 00:00:00,1,7,2019-01-27 00:00:00
25729,25729451@email.com,student_7238,2019-05-30 00:00:00,0,1,2019-05-31 00:00:00
9357,93576248@email.com,student_7332,2020-04-03 00:00:00,0,0,2020-04-04 00:00:00
10206,10206829@email.com,student_7904,2019-10-15 00:00:00,0,10,2019-10-16 00:00:00
15022,150228453@email.com,student_7407,2020-02-05 00:00:00,0,3,2020-02-06 00:00:00
5346,53461926@email.com,student_3232,2020-03-25 00:00:00,1,8,2020-03-26 00:00:00
1265,12657406@email.com,student_8359,2020-04-11 00:00:00,1,6,2020-04-12 00:00:00
26604,266041627@email.com,student_7014,2020-04-04 00:00:00,1,2,2020-04-05 00:00:00
21238,212385102@email.com,student_7233,2020-01-16 00:00:00,1,10,2020-01-17 00:00:00
22148,221484970@email.com,student_187,2019-03-31 00:00:00,0,12,2019-04-01 00:00:00
6966,69666993@email.com,student_3008,2020-02-18 00:00:00,1,3,2020-02-19 00:00:00
13492,134924887@email.com,student_4627,2019-02-21 00:00:00,1,4,2019-02-22 00:00:00
18188,181884311@email.com,student_2442,2019-01-31 00:00:00,1,9,2019-02-01 00:00:00
1411,14112603@email.com,student_3441,2019-03-11 00:00:00,1,2,2019-03-12 00:00:00
191,1911313@email.com,student_3257,2019-10-23 00:00:00,0,12,2019-10-24 00:00:00
20117,201175403@email.com,student_5626,2020-03-09 00:00:00,1,12,2020-03-10 00:00:00
1149,11495201@email.com,student_4099,2020-08-14 00:00:00,1,11,2020-08-15 00:00:00
15166,151663263@email.com,student_1719,2020-02-01 00:00:00,0,0,2020-02-02 00:00:00
15286,152861998@email.com,student_8087,2019-11-06 00:00:00,1,10,2019-11-07 00:00:00
3449,34494471@email.com,student_7282,2019-07-24 00:00:00,0,6,2019-07-25 00:00:00
9123,91232516@email.com,student_4331,2020-08-22 00:00:00,1,3,2020-08-23 00:00:00
3107,31077905@email.com,student_1231,2020-08-06 00:00:00,1,10,2020-08-07 00:00:00
23831,238316983@email.com,student_4987,2019-07-26 00:00:00,1,12,2019-07-27 00:00:00
8851,88514656@email.com,student_6725,2019-05-25 00:00:00,1,6,2019-05-26 00:00:00
5429,54299060@email.com,student_7406,2019-06-12 00:00:00,0,2,2019-06-13 00:00:00
22878,22878892@email.com,student_8374,2019-02-03 00:00:00,1,4,2019-02-04 00:00:00
16621,166212109@email.com,student_7427,2019-10-29 00:00:00,0,12,2019-10-30 00:00:00
1095,10953046@email.com,student_388,2019-09-26 00:00:00,0,6,2019-09-27 00:00:00
387,387481@email.com,student_2597,2019-06-24 00:00:00,0,11,2019-06-25 00:00:00
14796,147966488@email.com,student_2630,2020-08-07 00:00:00,0,7,2020-08-08 00:00:00
6133,61334388@email.com,student_2045,2020-04-22 00:00:00,0,0,2020-04-23 00:00:00
15742,157424000@email.com,student_218,2019-09-09 00:00:00,1,1,2019-09-10 00:00:00
16717,167171510@email.com,student_2451,2019-02-01 00:00:00,0,3,2019-02-02 00:00:00
12607,126071773@email.com,student_7515,2020-08-21 00:00:00,0,2,2020-08-22 00:00:00
22416,224167813@email.com,student_3555,2019-02-21 00:00:00,0,7,2019-02-22 00:00:00
7099,70998268@email.com,student_2571,2020-05-14 00:00:00,0,2,2020-05-15 00:00:00
21888,218884833@email.com,student_6297,2019-02-25 00:00:00,0,11,2019-02-26 00:00:00
10288,102887032@email.com,student_7736,2019-08-24 00:00:00,1,11,2019-08-25 00:00:00
15437,15437955@email.com,student_8735,2020-06-09 00:00:00,0,7,2020-06-10 00:00:00
4519,45193824@email.com,student_4300,2019-08-04 00:00:00,1,6,2019-08-05 00:00:00
17539,175395626@email.com,student_3840,2020-08-08 00:00:00,0,12,2020-08-09 00:00:00
26739,26739510@email.com,student_9028,2019-05-19 00:00:00,1,10,2019-05-20 00:00:00
21344,213446046@email.com,student_191,2020-05-03 00:00:00,0,2,2020-05-04 00:00:00
22367,223672460@email.com,student_8818,2020-02-04 00:00:00,1,7,2020-02-05 00:00:00
17817,178178221@email.com,student_7846,2020-06-15 00:00:00,0,11,2020-06-16 00:00:00
1919,19196937@email.com,student_9207,2019-02-25 00:00:00,1,11,2019-02-26 00:00:00
15134,1513486@email.com,student_3066,2019-07-13 00:00:00,1,4,2019-07-14 00:00:00
17947,179477223@email.com,student_3636,2019-07-10 00:00:00,1,2,2019-07-11 00:00:00
16250,16250896@email.com,student_7551,2019-09-12 00:00:00,1,11,2019-09-13 00:00:00
13121,131219338@email.com,student_5465,2020-07-03 00:00:00,1,2,2020-07-04 00:00:00
20890,208903985@email.com,student_3467,2020-06-06 00:00:00,1,9,2020-06-07 00:00:00
11270,112707029@email.com,student_6422,2020-05-09 00:00:00,1,12,2020-05-10 00:00:00
26572,265723941@email.com,student_2472,2020-03-26 00:00:00,0,7,2020-03-27 00:00:00
9896,98965217@email.com,student_8844,2019-12-06 00:00:00,1,11,2019-12-07 00:00:00
27515,275159110@email.com,student_933,2020-05-04 00:00:00,0,5,2020-05-05 00:00:00
16592,165928635@email.com,student_5925,2020-01-15 00:00:00,0,9,2020-01-16 00:00:00
25120,251201251@email.com,student_7690,2020-03-10 00:00:00,1,8,2020-03-11 00:00:00
2850,28503508@email.com,student_754,2019-07-12 00:00:00,0,9,2019-07-13 00:00:00
3221,32216304@email.com,student_5400,2019-02-12 00:00:00,0,0,2019-02-13 00:00:00
2416,24169237@email.com,student_2467,2019-05-22 00:00:00,0,4,2019-05-23 00:00:00
1339,13393160@email.com,student_4767,2020-03-06 00:00:00,0,6,2020-03-07 00:00:00
1609,16092609@email.com,student_5060,2019-10-03 00:00:00,0,7,2019-10-04 00:00:00
19378,19378485@email.com,student_3944,2020-05-15 00:00:00,0,11,2020-05-16 00:00:00
4854,48542186@email.com,student_811,2019-01-23 00:00:00,0,10,2019-01-24 00:00:00
13326,133265224@email.com,student_8381,2019-10-01 00:00:00,1,1,2019-10-02 00:00:00
11397,113972217@email.com,student_1217,2019-02-20 00:00:00,0,12,2019-02-21 00:00:00
19842,198429299@email.com,student_7392,2020-04-10 00:00:00,0,10,2020-04-11 00:00:00
16477,164776936@email.com,student_4899,2020-04-15 00:00:00,0,8,2020-04-16 00:00:00
2908,2908201@email.com,student_3633,2019-11-13 00:00:00,1,10,2019-11-14 00:00:00
20132,201329559@email.com,student_1678,2019-09-15 00:00:00,0,11,2019-09-16 00:00:00
17488,174888645@email.com,student_1684,2019-03-30 00:00:00,0,12,2019-03-31 00:00:00
7390,73907090@email.com,student_4839,2019-09-02 00:00:00,1,2,2019-09-03 00:00:00
8763,87638924@email.com,student_1022,2019-08-19 00:00:00,0,0,2019-08-20 00:00:00
9176,91766085@email.com,student_7216,2020-07-11 00:00:00,1,4,2020-07-12 00:00:00
12760,127609582@email.com,student_2059,2019-12-09 00:00:00,0,12,2019-12-10 00:00:00
17704,177048336@email.com,student_3953,2019-05-09 00:00:00,0,7,2019-05-10 00:00:00
9441,94414962@email.com,student_3967,2019-11-02 00:00:00,0,5,2019-11-03 00:00:00
21512,215121200@email.com,student_6967,2020-06-04 00:00:00,0,7,2020-06-05 00:00:00
20071,200718854@email.com,student_3674,2019-12-06 00:00:00,1,6,2019-12-07 00:00:00
14634,146346055@email.com,student_8949,2020-06-14 00:00:00,0,4,2020-06-15 00:00:00
20804,208045131@email.com,student_1438,2019-03-06 00:00:00,0,1,2019-03-07 00:00:00
4912,49121848@email.com,student_1729,2019-02-20 00:00:00,1,5,2019-02-21 00:00:00
11962,119626788@email.com,student_5259,2019-11-21 00:00:00,1,4,2019-11-22 00:00:00
2725,27258304@email.com,student_5807,2020-06-26 00:00:00,0,0,2020-06-27 00:00:00
6071,60716203@email.com,student_5474,2019-05-11 00:00:00,1,1,2019-05-12 00:00:00
23814,238148668@email.com,student_7972,2020-07-08 00:00:00,1,4,2020-07-09 00:00:00
20433,20433832@email.com,student_973,2019-11-06 00:00:00,0,5,2019-11-07 00:00:00
6464,64648696@email.com,student_1503,2019-01-08 00:00:00,1,4,2019-01-09 00:00:00
